score,likes,comment
10,43,"고어물 보지를 못하지만, 반전의 반전 긴장을 늦추지 못하는 넘나 잼나는 영화였음! 대박나자 늑대사냥"
10,52,고어 장르 좋아해서 기대하면서 기다렸는데 만족스러움.. n탕 뛸 듯
4,17,이유없는 잔인함과 산만한 전개로 집중하기 어려웠음.
1,19,서인국 장동윤 배우 팬인데도 불구하고 끝까지 보기가 힘들었습니다. 의미없는 잔인한 이미지의 연속이 이렇게 불쾌하구나 처음 알았어요..
1,20,왤케 잔인해
7,21,나쁘진 않은데 너무 과하게 잔인하네요
2,23,정도껏 잔인해야지.. 스토리를 집어먹는 난잡한 잔임함입니다… 눈과 마음 정화시간 가져야 할 정도에요 보지마세요.. 배우들 연기는 훌륭한데 안타깝네요
8,46,서인국 존잘로만 알았는데 연기변신 넘 충격이었고 후반 스토리전개는 아쉬운점있지만? 신선함ㅋ 수위높은 액션이 끝없이 계속되서 눈뗄수없음 ㅋ재밌어요 센거 좋아하심 무조건보세요!!!!
6,13,전반부와 후반부의 연결이 너무 매끄럽지 못합니다. 소개를 통해 기대하던 장르와 영화의 후반부 내용이 달라 좀 더 황당하게 느껴지는 것 같습니다.
4,22,이건머.. 영화로 보기에는 시간과돈이 아깝...
8,14,"그냥 처음부터 장르가 범죄가 아니라, 마녀처럼 인체실험으로 신체각성한 집단들의 이야기라고 홍보를 했으면 어땠을까?? 단순한 범죄/액션 장르였으면, 안봤겠지만 남자판 마녀라고 해서 봤고, 후반부 액션연출은 재미있게 관람했음. 반전을 숨기기 위해 너무 과도하게 해서 진짜 이야기가 완전 묻힌 것 같아서 조금 아쉬움."
4,14,생각보다 너무 잔인한데 계속 반복되니 나중에는 무뎌져요 스토리가 유치해요
8,15,
5,16,마녀 남자판을 노린 것 같은 느낌? 근데 걍 징그럽기만 함. 분량에 비해 열연한 서인국.수위는 진짜 높음.
3,16,하드하드하아드보일드 프랑켄슈타인
3,20,김홍선표<마녀> 피바다버전
4,25,"아무래도 예고편 때문에 문제가 발생한 것 같아... 감독은 관객에게 ""헐 개반전""을 기대한 것 같은데 관객은 ""뭐야? 낚인거야?""가 되어비림.서인국을 기준으로 모든게 180도 바뀜. 예고..."
5,29,버스가 늦어서 못봤네 ㅋ 평 보니 못본게 다행이려나
4,33,
4,12,엔딩크레딧으로 올라가는 궁서체를 보고 나가다가 다시 확인했음
3,14,망망망
3,15,중간부터 산으로 가는 느낌
5,15,밑도 끝도 없이 잔인하기만 함
6,15,무자비한 폭력만 난무함
1,15,
6,23,마녀에 하드고어 버전??.
1,25,
7,27,잔인한 장면이 많긴 했으나 연기도 괜찮고 몰입해서 볼 수 있어 볼만했다.
1,27,
6,10,
2,11,무덕아....엑스트라만 나와서
10,12,
2,12,다들 이미지 변신 제대로 해서 새로웠다
5,13,너무 잔인하긴 했지만 지루하지는 않았습니다 ㅎㅎ
1,13,배우 캐스팅만 좋고 진짜 ....좀. 너무 잔인해요
3,15,고어물 좋아하지만 이건 아니야...
1,20,
7,30,두 눈 뜨고 보기 힘든 영화-.- 그래도 후속작은 궁금한 영화!
10,35,
6,8,말도 많고 탈도 많은 영화... 일단 이런 영화를 만들었다는거 자체만으로도 박수를 보냅니다... 이런거 시도가 쉽지 않았을텐데 뭔가 기반이 될만한 신호탄이 된거 같아서 그 부분은 참 좋았네요... 하지만 언제나 그렇듯 첫술에 배부를 수 없듯이... 이 영화도 아쉬운 부분 참 많습니다... 게다가 생각과는 다르게 진행되는게... 뭔가 좀 이해하기 어려웠었다 랄까요... 일단 이런 영화 시작은 하셨으니만큼 다음편도 영화로 꼭 나왔으면 좋겠습니다... 이 이야기의 끝맺음이 보고 싶어요...
5,10,
3,11,피를 너무 많이 봐서 눈이 피곤해짐ㅜ
4,11,죽어라 죽어 다 죽어라~
1,12,
4,12,잔인하네요
4,12,고어물인지 모르고 봤다면 매우 불호표가 많을 듯. 강강강 모드라 잔인한 묘사외에 긴장감 느낄 수 없었다
6,13,피가 너무 지나치게 나와서 피로했어요.
5,16,액션은 좋은데..액션만 좋은것 같고..애초에 홍보 방향이 잘못된게 아닐까..
6,17,잔인한 편입니다. 초반은 나름 흥미진진
4,26,
2,49,"마녀가 재밌었다면 호, 그게 아니라면 불호일 듯. 예고편으로 장난친 게 너무 괘씸..."
7,8,임팩트 있는 연출과 배우들의 연기는 참 좋았지만 쓸데없이 긴 호흡의 장면이 너무 많음.
5,11,2편이 나오지 않는 이상 무슨 내용인지 이해를 할 수 없다 그냥 피만 나오는 영화... 분수같이... 피가 스프링쿨러처럼 나온다. 영화관에 나 혼자였는데... 오직 나 하나만을 위해 피를 2.5톤 뿌린 거다
6,11,
3,13,기대랑 너무 달랐음
5,13,음... 아숩다 아수워
5,15,서인국이 돋보인 영화였어요.
4,16,스너프 필름을 꼭 120억 들여야 했냐??
7,17,그저 잔인함을 보여주기 위한 영화네요
6,6,
7,7,극장에서 본 영화중에 이렇게 피가 많이나온 작품이 있었나 싶을정도.
5,9,쓸데없이 잔인하다는 게 단점.
7,9,잔인하긴 하지만 긴장감 같은거는 좋아서 만족스러웠습니다
5,10,처음 그대로 긴장감을 유지하는 시나리오였더라면 좋았을 텐데 핀트가 바뀌는 그 지점 이후부터 급속히 흥미를 잃어버리다.
4,11,"작품 내 긴장을 유발하는 대결 구도가 자주 바뀜, 정신없음. 요즘 cj가 관객들을 뭘로 보고 이런 영화를 내보내는지.."
5,11,
6,12,후반부터 재미가 반감되었어요.
4,14,"쓸데없이 잔인하고 개연성도 없고, 무엇보다 재미가 없다"
5,14,
8,20,OOO기에 미친 스토리
8,26,
4,28,ㅇㅇ물이면 그렇다고 미리 홍보 좀 해주세요 ㅠㅠ
3,36,제 취향과는 맞지 않네요
1,50,"사냥 실패, 1점도 아까운 작품"
10,5,늑대사냥 잔인하네요..
5,5,너무 많은 걸 담으려고 했다. 오히려 과거가 더 궁금한 영화
5,6,너무 잔인해서 화들짝 놀랐어요.. 영화 마무리가 2 나올 거 같던데 나오면 궁금하긴 할 거 같아요
6,6,6
2,7,영화 유튜버 리뷰에 낚여서 내 눈만 버림
7,7,하드한 액션 취향고어물에 거부감 없음이런 분이라면 볼 만 합니다.
7,7,고어팬으로서는 나름 맘에 든 영화였네요~ㅎㅎㅎ하지만 ㅇㅍ등장은....너무나도 갑툭튀...내용이 산으로 갈줄이냐 ㅋㅋㅋ
10,8,잔인하기가 아주 그냥 할리우듯 뺨을 때립니다.
1,8,그냥 재미도 없고 잔인하기만 함
8,8,고어한 부분이 실제로 당했을 때를 현실적으로 보여준다는 생각이 들기도 하고 홍보를 다른 부분에 초점을 맞춰서 했다면 더 좋았을 것 같네요
3,8,잔인합니다. 좀 스토리는 이해가 안되고
4,9,판 짜는 게 너무 오래 걸린다
4,9,마녀한테 못된 것만 배웠네
3,9,"쓸데없이 잔인함, 이렇게 잔인하게 만들었어요! 라고 어필하는 느낌.."
1,9,
1,10,이영화를 보지 않은 누군가에게 이영화의 스토리를 설명할때 뭐라고 해야하는걸까?내용도 없이 그냥 펑펑 다 터져 죽는다는 생각밖에 들지 않은 영화 그리고 중간쯤 동성애적 요소는 왜 있는건지 이해불가 영화보는 내내 기분만 더러웠던 영화 영화 중간에 어이가 없어서 평점을 찾아본 영화 상영시간이 안맞아서 더부티크에서 본 내자신이 원망스럽고 돈아까운 영화
6,10,조금 잔인했지만 새로운 장르라 만족했어요
1,11,"뭘 보여 주려고 하는지 모르는 영화, 장르가 뒤섞이고.."
1,11,와 영화를 이렇게 망칠 수 있구나 하는 전개...
1,12,어깨너머 고어물을 배우고 만든 코미디 영화
7,13,호볼호가 갈릴거같은데 나쁘지 않았음
7,13,너무 잔인한데 다음편이 궁금해서 기대된다.
8,13,
7,14,영화 일부 스토리에서 답답함이 느껴지지만 한국영화가 이런 영화도 아직도 제작이 가능하구나 희망이 생김
6,14,피가 넘치는데 내용은 아쉽네요.
4,16,"국내에서 슬래셔 무비를 만들었다는 것이 특이하지만, 극장용이라고 하기엔 뭔가 빈약해보이네요 ㅠ"
6,18,단순하고 명확한 목표를 가진 영화이며 결국 목표를 달성했습니다
4,30,ott로보세요 아니면 할인쿠폰으로 보시던가요 제값주고보면 슬픕니다
7,33,잔인하지만 다들 연기 잘해서 재밌게 봤어요
7,6,잔인한 장면이 너무 많았어요.
6,6,대사와 디렉팅때문인지 몇몇 배우들은 정말 안어울렸고 효과음도 너무 튀었습니다 고어라기엔 피만 많이 나와서 다소 실망했습니다.
8,7,너무 피칠갑이 아니었다면 평이 더 좋았을 듯. 스토리와 흐름도 흥미로웠음. 후속편 기다려짐.
6,7,몹시도 잔인한 영화였습니다.
5,8,서인국 탈옥까지가 가장 멋진!
7,9,"중간에 장르가 확 바뀌는데, 뭐지.. 했다가 나름 괜찮았어요 ㅎ"
8,9,배우들 연기열현과 서인국 배우의 첫악역연기 너무 강렬하게 각인되는 영화입니다
5,9,"단순히 고어함만이 문제는 아니다.2편만을 위한 스토리 진행,의미 없는 캐릭터들 등의 문제가 산재한다."
2,10,잔인하기만 한 영화....무슨 내용을 담고 싶은지 모르겠음..
1,10,유치하고 저질이다 굉장히 잔인해서 영화중간에 탈주했음
6,10,초반이 재밌음
8,10,장르물에 충실한 쏘쏘한영화중간중간 약간의 설명충이 아쉽
1,11,늑대사냥 재미없어요
6,11,후속편을 염두에 둔 무리수가 영화를 망쳤네요..
1,12,걍 보지마세요
2,12,재미없어요오오오옹
4,14,
1,14,잔인한데 웃기다.스토리 시작은 좋으나 돈이 부족한 게 느껴진다. 이를 어째...이거이 새로운 장르 코믹고어무비
8,15,피튀기는 액션~한국에서는 드문 고어물~전 개인적으로 강추요~
5,15,피가 어우...내용이 흔한 느낌인데 재미가 없네요.
5,19,신선한 전개 다만 망가지는 느낌!
6,21,영화 잘 봤습니다. 서인국 등 배우들이 인상적이네요.
2,23,지인 예매해줬는데 별로였다고 함.
5,24,지나치게 잔인한 느낌이었습니다.
10,25,
10,26,기대안하고 봐서인가재미있게 봄
8,32,잔인한 하드코어 무비 오랜만에 재밌게 봤음
8,39,진짜 잔인한데 볼만은 했어요
10,41,한국에도 이런 영화가 나오다니... 작품성 좋고 더 알려졌으면 좋겠다
10,44,"평점이 안좋은게 많아서 걱정하며 봤는데 잔인한 수위는 있지만 그래도 생각보다 더 재밌는데요??무조건 프리퀄과 시퀄이 필요한 영화같네요~ 넷플렉스에 판권사서 프리퀄부터 시리즈로 제작하면 흥행할듯종두네 아이들은 극악무도한 잔인한 행위를 하면서 왜그리 웃음은선한가,시퀄도 엔딩보면 확실히 감독이 씨를 뿌려놓았고, 생각보다 재밌고 스토리도 은근 재밌생각보다 잔인한 수위는 볼수있는정도,몇장면만 흐린눈뜨고 보면 됨서인국,장동윤 연기 멋지고 전반은 서인국이 다하고 후반은 장동윤이"
8,50,한국에서도 이렇게 잔인할수 있구나 했던ㅎ 워낙 제스탈이라 재밋게봤어요. 중간에 눈물도1초 정도? 은근섹시미 서인국ㅎ 무튼 저는 재밋게봤네용ㅎ
8,4,"중반부부터 바뀌는 기류가 호불호를 가르지만, 속편에서 잡아낼 갈피에 걸게되는 기대감"
3,5,어떻게 다치든 피가 탄산수처럼 터져서 오히려 몰입이 안 됐던 것 같다. 배우들의 연기는 훌륭한 편이었는데 스토리랑 연출이 좀...
6,5,잔인하고 피가 너무 많이 나와요
1,6,스너프필름 7광구
6,6,
6,6,
8,7,과감한 시도가 돋보였던 괜찮게 봤음
7,7,
4,7,스토리 자체가 별로임
1,8,늑대사냥 시간이 아까운 영화네요 아쉽네요
2,8,
1,8,직접 보셔야 할 것 같지만 안 보셔도 무방
10,9,"한국영화에서 이토록 잔인하게 표현이 된 영화가 있을정도로 영화 자체는 피칠갑이 난무하는 영화라는 표현이 맞고, 스토리 부분이 좀 더 섬세했다면 잔인했지만 볼만한 영화가 아니었을까 싶네요."
7,10,호불호가 강할 것 같다.이런 장르를 처음 접하는 사람들은 싫어할테지만…장르의 팬들에게는 처음 접하는 한국작품이 될 듯
6,10,너무 잔인해서 좀 보기 거북합니다
4,11,ㅤ
4,12,여러가지로 끔찍하다 우웩
10,14,잘 봤습니다 재밌어요
6,14,고어 요소가 강해서 안맞는 분들은 안보는걸 추천드립니다
10,15,
8,16,다소 잔인한 장면은 있었으나 액션이 통쾌하고 지루하지 않아서 좋았다.. 종두의 임팩트는 킹왕짱
4,20,마녀 남자버전인줄... 잔인하고 피흘림이 너무 과하다 ㅠㅠ
6,24,그래도 참신한 시도..
10,42,초반에는 진짜 쫄렸는데 등장 후에는 그냥 맘편히 봄. 기대했던 내용은 아니었지만 판타지도 좋아해서.. 재밌게는 봤음^^
6,2,잔인한거 잘 보는 사람만 보세요. 진짜 그냥 효과음 덕분에 깜짝깜짝 놀람. 연기는 잘해서 좋았습니다.
9,3,
4,3,장르의 혼합에 실패했을때
6,3,오랜만에 즐기는 한국산 길티 플레저
6,4,새로운 도전은 좋았어요..
4,5,CGV vip포인트만 아니였음...
7,6,ㅋㅋㅋ나는 기대를 전혀 안하고 봐서 그런가.볼만하던데..
2,6,보다보면 걍 이게 뭔가싶음 ㅋㅋ
6,6,
6,6,피바다로 튀어보이려는 기획물
1,7,반전이라면 반전이지만 무슨말을하고싶은 영화였는지 모르겠다
5,7,피만 잔뜩 보고왔어요. 서인국 섹시해여
7,7,
6,7,원터솔져 절망편...고어물 좋아하는 사람은 킬링타임용으로ㄱㄱ
2,8,잔인한 것을 안 좋아하는데...
7,9,"약간 마녀보는 느낌이었어요. 근데 예고편엔 다 숨겨져있으니 .. 이정도 평점은 아닌데, 전 빨리 2편 보고 싶어요 ㅎ"
2,9,너무 잔인하고... 재미는 엾고..
1,9,남자판 마녀
7,10,프리퀄 드라마 보고싶네요.
5,10,"아...할 말을 잃어버리게 만드는 영화네요. 왜 자꾸만 영화 ""마녀""의 그림자가 떠오르는지..."
6,10,흠..새로운 시도 좋았다 하지만...무리수가 많다
6,10,
10,17,한국에서 이런 잔인한 영화 아주 신박
7,22,영화 후반부로 갈수록 전반부와 다른 장르의 영화가 되는데 그 점을 알고 간게 다행이었다. 나쁘지 않은 영화였음
10,32,"새로운 시도를 한 영화. 프레데터, 레지던트이블을 섞었음."
8,36,아무것도 모르고 엄청 잔인하다는 말만 듣고 봄. 근데 정말 상상 이상임. 여지껏 한국 상업영화에서 이런 수준이 있었던가? 를 영화 보는 내내 생각해 봤는데 없었던거 같음. 그냥 잔혹성으로 따져서 원탑 무비임. 그런데 개인적으로 초반 내용이었던 범죄자 vs 경찰 구도로 가는게 깔끔하지 않았을까 싶음. 중반 이후 뜬금없이 수OO된 생체좀비괴물이 나오면서 SF로 장르가 변경됨. 그래도 아무튼 새로운 시도에 나는 점수를 주고 싶음
10,36,프리퀄이 궁금해지는 영화
10,53,잔인한 장면 때문에 눈 가리고 보다가 점 점 익숙해져서 두 눈 크게 뜨고 봤음ㅎ 폭력적인 영화를 싫어한다고 생각했는데...어라? 나 이런류의 영화 좋아하나?ㅎㅎ 지루할 틈이 없이 긴장감 대단했음. 연기자 모두 연기 좋았고 인간의 본성과 욕망에 관해 많은 생각을 하게 함
6,1,피 1톤썼다더니 영화가 시뻘개요
6,1,한국영화치고는 잔인해서 신선했지만 중반부부터 갑자기 영화 장르가 바뀌었던게 의문이긴했음
6,1,여러 장르가 뒤섞인 느낌이에요 고어를 좋아하시면 재밌을지도
6,2,여러장르가 섞인듯해서 아쉬움
7,2,피 가...철 철 철..!!!
7,2,연기는 괜찮으나 연출은 글쎄
5,3,그냥저냥 볼만은했음 뜬금없이 등장하는 이상한 캐릭터말고는
7,3,잔인하다 한국영화에서 이정도는 처음보는듯
4,3,그냥 죽는장면만 나옴..
5,3,이 영화 대체 뭐죠 왜나온거죠
2,6,마녀짭... 근데 마녀 스토리를 감추기 위한 뻘 스토리 추가
1,6,형이 거기서 왜 나와?
5,6,중간에 장르가 바뀌지만 배우분들 연기는 좋았어요.
5,6,
2,7,너무 잔인해서 계속 눈 감고 봤어요 ㅠㅠ
8,7,전 재밌게 봤어요 평이 너무 낮네요.잔인하다고 평점 깎는분들 그만!!!2편을 보고 싶습니다
7,7,금기시 되는 영화장르 도전에 점수를 주고싶습니다
5,10,그냥... 사람... 잡는구나...;;;
1,12,웬만한 영화 다 재밌게 보는 편인데 이건 진짜 재미없네요.. 잔인한것도 별로 감흥이 없었습니다
6,13,
6,14,이게 뭐야 기대와 달라서 아쉬워요
6,18,영화의 반이상이 잔인하게 피튀기며 죽이는장면..스토리는 조금 유치함..ㅎㅎ 넘 기대가컸음
7,19,잼나게 본 사람은 이득임 ㅋㅋ필요이상의 고어함 때문에 영화의 진짜 포인트가 평가절하 되는건 아쉬움
7,20,좀 잔인하지만 나쁘진 않네요~
3,20,피로 시작해서 피로 끝남..ㅋㅋ마녀 아류작
1,22,언더시즈 프레데터 마녀를 섞으니 개판이 됨...
10,49,첨부터 끝까지 강렬해서 보고 나와서도 친구랑 계속 영화얘기로 떠들었네욬ㅋㅋ호불호가 갈릴 수도 있겟찌만 개인적으론 완전 호!!핵꿀잼이었슴다ㅋㅋ (서인국 존멋...)
1,0,제발 보지마세요....
6,0,좀 터무니없는 설정과 잔인함이 눈에 거슬림
6,0,보통
7,0,영화 보고 왔습니다.
5,0,기대와는 많이 다른 영화
6,0,
6,0,
6,1,잔인했지만 나름 긴장감도 있고 신선했다
7,1,좀 잔인하긴합니다
8,1,그저 그랬습니다..ㅠ
7,1,치명적일 정도의 산만함
4,1,역대급으로 잔인하다니까 무섭다
5,1,
5,1,쎄다고 좋은건 아냐
5,1,
4,2,청불의 수위와 괜찮은 스토리를 기대하고 간다면 실망합니다. 10년 동안 봐야 할 피를 2시간에 다 본 것에 불과합니다.
4,2,무작정 잔인하기만 영화를 만들고 싶었던거 같음
2,2,
5,2,초반 내용은 흥미진진하게 봤는데 점점 내용이 산으로 가는 느낌이였음
5,2,너무 고어한 감이 심하기도 하고김다미님 주연작인 마녀를 떠오르게하네요
5,2,잔인힌 장면이.많이 나오네요.
6,2,감독의 야심을 필두로 피칠갑의 향연이 펼쳐지나 직선적인 스토리에서 오는 한계가 분명하다.
8,3,한 영화에 2개의 스토리가 유기적으로 안되다보니 혹평이지만 2편이 나온다면 난 꼭 볼 예정
2,4,맥락도 없고 딱히 시원시원하지도 않다.
6,4,생각보다 재미있었어요
6,4,잔인한데 피만 냅다 뿜으니까 웃겨요... 별개로 속편이 궁금한데 평점이 너무 낮네요
10,5,프리퀄 시퀄이 궁금해집니다.
3,5,"과할정도로 고어하고 잔인한 영상, 스토리는 좋았으나 연출이 별로.. 예상하지 못한 전개여서 당황스럽지만 그래도 속편은 15세가 되길"
4,6,한국에서 이정도 잔혹도의 영화가 가능하다니...
3,8,환혼에서는 괜찮았는데 여기서는 정소민이 왜이러지
4,9,"쿵~쿵~ 층간 소음 내는 윗집에 선물하고 싶은 영화. 선지탕 먹고싶니??기억나는거1. 서인국 궁딩이2. 장동윤 목소리가 생각보다 중저음이라 놀람(여장 목소리로 기억해서 그런가)3. 최귀화 배우님 지금까지 배역 중에 가장 '무게감' 있네요. 쿵~쿵~쿵~쿵 I'll be back P.S. 평점처럼 못 만든 영화 절대 아니고요, 잔인한거 내성만 있으시면 즐길요소가 많은 슬래셔 무비 입니다. 적어도 <마녀> 잼게 본사람들은 일관적으로 평점 줍시다. 무슨 작전 세력이 있는 건지..."
8,12,좀 잔인했어요ㅠㅠ
8,14,
3,18,
8,22,배우들의 연기에 대한 생각이 매우 긍정적으로 바뀌게 되었습니다.약간 잔인한 부분과 미흡한 부분은 있지만 볼만한 영화라고 생각합니다
10,39,잔인하다고 소문을 듣고 봤는데 스토리가 숨 쉴틈없이 전개 되는게 재미 있었습니다^^ 러닝타임이 길어서 영화를 2편 본 기분도 들구요주조연들의 날것 같은 연기도 볼만했네요^^
5,0,시리즈로서의 시작이라면 이 정도 임.팩.트.는 필요합니다만 그런 것이 아니라면....
5,0,
6,0,
3,2,굳이 잔인할 필요가?
7,3,잘 봤습니다 영화 잘봤어요
6,4,영화관에서 잘 보았습니다.
8,4,
8,5,미남당보고 보니.. 집중이안됬고 ㅋㅋ마녀 남자버전보는거같았음 ㅋㅋㅋㅋ제2의 7광구
6,5,시간때우기용 그이상도 그이하도 아님.
5,6,생각보다 더 잔인함. 못볼 정돈 아니고. 중간에 장르가 바뀌어서 당황했지만 볼만은 함.
7,16,
10,18,
8,20,평점 5점대 줄 정도는 아님7점 이상은 됩니당
9,20,아 진짜 엄청 잔인함;;; 마녀사냥같이 황당한 전개인데 전 재밌었어요;;; 내 취향이 이상한듯 ㅋㅋㅋ
10,38,
10,41,최고의 영화
10,43,끝날때까지 숨쉴틈 없이 몰아붙이는 전개와 배우들의 파격적인 연기 변신과 연기력이 대박인 영화! 장르 전환에 대한 호불호가 있을 수 있지만 새로운 한국 영화의 시도와 도전이라는 의미에서 박수를 보내고 싶음. 세계관이 있는 영화고 엔딩을 보고나면 프리퀄과 시퀄이 너무 궁금해짐. 부디 후속편이 나올 수 있기를 바래봅니다
1,86,피튀는 영화 거부감없는편인데이렇게 과하게까지는 찍지않았으면....진짜 정도껏해야지.청불마크만 달면 다인가?그냥 정보없이 봤다가 기분잡칠사람 많아보임.계속 드는 생각이 청불이면 이래도되나....잔인함에도 등급을 둬야하나...보다 나올걸....후회되네요.인간성이 파괴되는 기분.이런 피분수영화인줄 알았으면 절대 안봤을것같아요.
8,0,난 재밌게 봤지만 과연 속편이 나올수 있을런지 ㅠㅠ
5,0,그저그런
6,2,장르적인 재미는 있었다
3,2,마녀 + 바이오하자드 + 범죄
1,5,2시간 내내 상영관에 있는 모든 사람들이 폭소함 개그콘서트인 줄
1,5,잔인해서 못 볼 정도는 아니고 유치해서 눈 둘 데가 없다는 게 문제… 무슨 피칠갑한 우뢰매를 보는 듯했네요. 최소한의 장르적 쾌감을 기대하고 갔건만 그냥 마녀1과 아수라를 한번씩 더 보는 게 나을 뻔했습니다. 특히 마녀와 비교하면 이 정도 스토리는 무성의한 표절에 준하지 않나 싶고요… 그리고 무엇보다 거슬리는 부분은 자막 폰트가 너무 구리다는 것입니다.
7,5,늑대사냥
8,8,분노 가득일때 보면 재밌어요
7,14,영화 잘 봤습니다~ㅎㅎ
8,22,우리나라 영화에서 보기힘든 수위가 신선했습니다 스토리는 다소 아쉬운 부분이 있었지만 재밌게 봤습니다
10,37,그렇다! 이런게 바로 카타르시스였던 것이다! 나쁜짓을 대신 해주는 것을 보면서 느끼는 쾌감 ㅎㅎㅎㅎ
6,1,잔인하긴 했어요. 영화는 그럭저럭..
4,2,너무 자극적인데 분위기 갑자기 마녀2
6,5,잔인한건알겠는데 생각보다멋이없다.
7,6,나름 재밌게 보았다:) 스토리에 신경쓴게 보였음. 근데 너무 징그러워서 어깨 결림이 심해졌어요
5,6,음 에 음 나름 음...
10,7,그냥 잘 관람했습니다
6,7,과연 다음편이 나올 수 있을지 궁금해지는
5,11,어설픈 설정에.. 자극만 계속되니 피곤하기만 하다. 그나마 살생부가 가장 나은..
4,12,
10,13,배우들의 연기력이 너무 좋았습니다
9,21,별로라고 해서 기대 안하고 갔는데 전 재밌었어요 전개가 훅 바껴서 오히려 안지루하고 괜찮던데요 다음 이야기도 궁금해집니다
6,2,
4,5,
10,7,다음 이야기가 궁금함
8,9,많이 잔인해서 그렇지 스토리는 재밌었음 아 근데 예고사기는 맞음
6,9,아주 재밌지는 않았지만 이정도면 만족
10,12,음.. 이것저것 섞어담아 해물고기짬뽕이 되었지만 프리퀄을 보고 싶은건 내가 오타쿠라서 그런가?ㅎ 매력적인 캐릭터들이 흘러넘치는 기묘한 이야기.
9,13,엔딩이 왜 거기서 끝나죠 스토리상 최소 1시간은 더 이어져야 할 것 같은데... 어쨌든 잔혹한 범죄물인척 하다가 갑자기 매우 웃긴 고어물이 되어서 난 즐거웠음
6,13,너무 자극적이여서... 후반부는 크게 감흥이 없어짐
10,51,"잔인하고 무서운거 못보는데 마음의 준비를 하고 봤더니 참을만 했어요 엄청 잔인하긴함모든 배우들이 연기력으로 흠잡을 데 없는 대배우들만 나와서인지 보는내내 긴장감이 가시지 않았고 끝까지 지루하지 않게 몰입해서 잘 봤습니다 좀비물이나 폭력적인 장르를 좋아하시면 추천,내용 자체도 굉장히 신선하고 반전의 반전이 있어 프리퀄이 기대되는 작품이었어요"
10,56,연기 구멍없고 후속작 계속 나올 듯 마녀사냥 범죄자+남자버전이라는 말이 정확함
10,65,"영화에 스토리가 필요해? 영화에 강약조절이 필요해? 처음부터 끝까지 싸우고 죽여도 되나? 영화를 본 분들 중 스토리, 강약조절 이런 것에 의문이 들었다면, 그 의문을 역으로 생각해보면 많은 것이 풀린다. 좀비물에 좀비가 튀어 나오는 게 당연하듯, 늑대사냥에서는 피가 튀고 죽이고 싸우는 게 당연하다 여겨질 정도로 새로운 장르의 영화였다. 반대로 묻고 나서야 유수의 영화제에서 이 영화를 선택하고 초청한 이유들도 납득이 되었다. 그리고 감독님께 놀라웠던 점은 배우들의 에너지 합을 너무 잘 배치했다는 점이었다. 한 명이 단독으로 나오는 장면이 거의 없어서 배우들의 기가 서로 어떻게 작용하는가도 중요한 포인트였을텐데 정말 그 강약의 조합이 지금 생각해보면 기가 막히다.무엇보다 서인국 배우의 존재감은 남달랐다. 악한 사람이 이렇게 순수해 보일 수 있는가? 내가 미쳤나? 할 정도로 순수악이라는 말을 서인국 배우의 연기로 납득 당해 버렸다. 어린 아이들이 잠자리를 잡아 날개를 뜯고 자르고 하는 모습이 겹쳐졌다고 할까? 눈빛 하나 표정 하나 손끝 하나 박종두였던 서인국 배우에 압도당했다. 스포가 될까 많은 이야기를 담을 수 없지만, 좀비물이 하나의 장르가 되었듯 이 영화도 하나의 장르가 되지 않을까? 생각해본다. 내가 좋아하는 장르는 아니지만 그런 장르 영화의 탄생을 함께했다는 뿌듯함이 생길거라 기대되는 영화였다."
6,0,
6,2,영화 잘 봤습니다.
2,11,포인트적립 ㄱㅅ
5,13,넘나리 무섭고 살벌하기만 하다ㅜㅜ
10,57,잔인한거 좋아하는 분들은 볼만함 서인국 연기에 빠졌다
8,8,재미있어요 재미있어요
10,13,생각없이보면 재밋움!!
7,13,생각보다 재미있게 봤어요. 장동윤 배우 좋더라구요
5,13,
10,19,
9,26,원래 5점 줄라다가 서씨 궁디 덕에 9점 드립니다감독씨 연출 노린거면 감사하고요여자남자 별점차이 왜케 많이나는지 알것같음ㅋㅋㅋㅋ
8,4,잘봤어요
2,17,늑대사냥 늑대사냥 늑대사냥 늑대사냥
6,21,그래도 지루하진않았습니다
10,4,하...ㅎ굳이긴 함..심심하면 봐양
6,8,솔직히 아쉬운 부분은 많았으나 한국영화에서 슬래셔물 봐서 신선했음
10,9,"흥미로운 영화, 재미있게 잘봤습니다!"
10,12,액션보단 고어에 가까운 영화잔인한거 잘 보시면 볼만합니다
10,20,
10,24,호불호확실한영화우리나라에서 이런영화가나오다니 반갑
10,44,겁나 재밌어요!!!! 꼭 보세요 진짜!!!나만 시간사냥 당할순 없다!!!
10,54,"개봉 전 부터 너무나도 기대했던 작품이었는데... 개봉 후 평점이 너무 안좋길래, 저 또한 실망스러웠고 아쉬웠으나. 제 감을 믿고 일단 봤습니다.. 결과는. 대만족입니다. 역시 이번을 계기로 사람마다 느끼는 바는 다르다고 느꼈습니다. 저는 전체적인 영화에 대한 만족도가 매우 높았습니다."
7,2,그냥 그랬어요 잔인한 장면이 많아서 아쉽네요
10,17,
10,28,영상미도 화려하고 재밌게봤습니다!!!
6,5,늑대사냥 영화 잘 봤습니다~!
10,6,재밌읍니다재밌읍니다
10,14,
10,47,킬링타임에 무슨 내용 줄거리가 필요해요 액션 타격감 고어함만으로도 100점
10,5,재미있게 잘 봤습니다. *^^*
